"constituency","constituency_no","district","district_no"
"Naujamiesčio",1,"Gedimino",2
"Naujamiesčio",1,"Saltoniškių",3
"Naujamiesčio",1,"Sėlių",4
"Naujamiesčio",1,"Liubarto",5
"Naujamiesčio",1,"Vytauto",6
"Naujamiesčio",1,"Birutės",7
"Naujamiesčio",1,"Pamėnkalnio",8
"Naujamiesčio",1,"Taurakalnio",10
"Naujamiesčio",1,"S. Konarskio",12
"Naujamiesčio",1,"Mindaugo",13
"Naujamiesčio",1,"Vytenio",15
"Naujamiesčio",1,"Naugarduko",16
"Naujamiesčio",1,"Algirdo",17
"Naujamiesčio",1,"Naujininkų",457
"Naujamiesčio",1,"Brolių",458
"Naujamiesčio",1,"Gimnazijos",459
"Senamiesčio",2,"Dailės",51
"Senamiesčio",2,"Užupio",52
"Senamiesčio",2,"A. Krutulio",53
"Senamiesčio",2,"A. Juozapavičiaus",54
"Senamiesčio",2,"Didlaukio",55
"Senamiesčio",2,"Licėjaus",56
"Senamiesčio",2,"Senvagės",57
"Senamiesčio",2,"V. Sirokomlės",59
"Senamiesčio",2,"S. Nėries",60
"Senamiesčio",2,"Naugarduko",62
"Senamiesčio",2,"A.Vienuolio",65
"Senamiesčio",2,"M. Daukšos",66
"Senamiesčio",2,"V. Šopeno",67
"Senamiesčio",2,"Baltupių",203
"Antakalnio",3,"Filaretų",101
"Antakalnio",3,"Olandų",102
"Antakalnio",3,"L. Sapiegos",104
"Antakalnio",3,"Šilo",105
"Antakalnio",3,"Antakalnio",107
"Antakalnio",3,"Švyturio",109
"Antakalnio",3,"B. Sruogos",111
"Antakalnio",3,"Saulėtekio",112
"Antakalnio",3,"Markučių",115
"Antakalnio",3,"Liepkalnio",116
"Antakalnio",3,"Karačiūnų",119
"Antakalnio",3,"Antavilių",120
"Antakalnio",3,"Balsių",200
"Antakalnio",3,"Popieriaus",201
"Žirmūnų",4,"Muitininkų",24
"Žirmūnų",4,"Žirmūnų",151
"Žirmūnų",4,"Kareivių",152
"Žirmūnų",4,"Prekybininkų",153
"Žirmūnų",4,"Miestelio",154
"Žirmūnų",4,"Moksleivių",155
"Žirmūnų",4,"Raitininkų",156
"Žirmūnų",4,"Sporto",157
"Žirmūnų",4,"Kazliškių",158
"Žirmūnų",4,"Rinktinės",159
"Žirmūnų",4,"Tuskulėnų",160
"Žirmūnų",4,"Trimitų",161
"Žirmūnų",4,"Minties",162
"Žirmūnų",4,"Asiūklių",163
"Žirmūnų",4,"Apkasų",164
"Žirmūnų",4,"Verkių",165
"Žirmūnų",4,"Kalvarijų",166
"Fabijoniškių",5,"Mokyklos",202
"Fabijoniškių",5,"Fabijoniškių",205
"Fabijoniškių",5,"S. Stanevičiaus",207
"Fabijoniškių",5,"Kaimelio",208
"Fabijoniškių",5,"L. Giros",209
"Fabijoniškių",5,"P. Žadeikos",210
"Fabijoniškių",5,"Gedvydžių",211
"Fabijoniškių",5,"Rugių",212
"Fabijoniškių",5,"S. Nėries",213
"Fabijoniškių",5,"Pavilnionių",214
"Fabijoniškių",5,"Bajorų",215
"Šeškinės",6,"Jovaro",206
"Šeškinės",6,"Ozo",251
"Šeškinės",6,"Viršuliškių",252
"Šeškinės",6,"Lūžių",253
"Šeškinės",6,"Mokslo",254
"Šeškinės",6,"Čiobiškio",255
"Šeškinės",6,"Musninkų",256
"Šeškinės",6,"Dūkštų",257
"Šeškinės",6,"Šeškinės",258
"Šeškinės",6,"Ukmergės",259
"Šeškinės",6,"Žygimanto Augusto",260
"Šeškinės",6,"Paberžės",261
"Šeškinės",6,"Gelvonų",262
"Šeškinės",6,"Statybininkų",305
"Justiniškių",7,"Gabijos",204
"Justiniškių",7,"J. Baltrušaičio",216
"Justiniškių",7,"Rygos",301
"Justiniškių",7,"Taikos",302
"Justiniškių",7,"Justiniškių",303
"Justiniškių",7,"M. Biržiškos",304
"Justiniškių",7,"Sietuvos",306
"Justiniškių",7,"Žemynos",307
"Justiniškių",7,"Medeinos",308
"Justiniškių",7,"Pašilaičių",309
"Justiniškių",7,"Įsruties",311
"Karoliniškių",8,"Papilėnų",310
"Karoliniškių",8,"Vydūno",312
"Karoliniškių",8,"Tujų",351
"Karoliniškių",8,"Sausio 13-osios",352
"Karoliniškių",8,"Bokšto",353
"Karoliniškių",8,"L. Asanavičiūtės",356
"Karoliniškių",8,"V. Druskio",357
"Karoliniškių",8,"R. Jankausko",358
"Karoliniškių",8,"D. Gerbutavičiaus",359
"Karoliniškių",8,"Sietyno",360
"Karoliniškių",8,"A. P. Kavoliuko",361
"Karoliniškių",8,"V. Vaitkaus",362
"Karoliniškių",8,"A. J. Povilaičio",363
"Karoliniškių",8,"Laisvės",364
"Karoliniškių",8,"Pilaitės",369
"Karoliniškių",8,"Kriaučiūnų",370
"Lazdynų",9,"Trakų Vokės",48
"Lazdynų",9,"Liudvinavo",78
"Lazdynų",9,"Vingio",401
"Lazdynų",9,"Geležinio Vilko",403
"Lazdynų",9,"Gluosnių",405
"Lazdynų",9,"Skroblų",407
"Lazdynų",9,"Vilkpėdės",408
"Lazdynų",9,"Riešuto",410
"Lazdynų",9,"Titnago",411
"Lazdynų",9,"Aukštųjų Panerių",412
"Lazdynų",9,"Bukčių",413
"Lazdynų",9,"Akacijų",414
"Lazdynų",9,"Oslo",415
"Lazdynų",9,"Žėručio",416
"Lazdynų",9,"Paparčio",417
"Naujosios Vilnios",10,"Dvarčionių",121
"Naujosios Vilnios",10,"Lietuvių namų",452
"Naujosios Vilnios",10,"Dzūkų",453
"Naujosios Vilnios",10,"Kapsų",454
"Naujosios Vilnios",10,"Dariaus ir Girėno",455
"Naujosios Vilnios",10,"Kaminkelio",456
"Naujosios Vilnios",10,"Kirtimų",460
"Naujosios Vilnios",10,"Palydovo",461
"Naujosios Vilnios",10,"Rugiagėlių",462
"Naujosios Vilnios",10,"A. Kojelavičiaus",463
"Naujosios Vilnios",10,"Užusienio",464
"Naujosios Vilnios",10,"Genių",465
"Naujosios Vilnios",10,"Pergalės",466
"Naujosios Vilnios",10,"Darželio",467
"Naujosios Vilnios",10,"Karklėnų",468
"Naujosios Vilnios",10,"J. Kolaso",469
"Naujosios Vilnios",10,"Parko",470
"Naujosios Vilnios",10,"Pramonės",471
"Šilainių",11,"Gamyklos",1
"Šilainių",11,"Sargėnų",2
"Šilainių",11,"Vėtrungės",3
"Šilainių",11,"Rasytės",4
"Šilainių",11,"Šarkuvos",5
"Šilainių",11,"Kuršių",6
"Šilainių",11,"Žemaičių",7
"Šilainių",11,"Baltų",8
"Šilainių",11,"Baltijos",9
"Šilainių",11,"Žiemgalių",10
"Šilainių",11,"Milikonių",11
"Šilainių",11,"Demokratų",12
"Šilainių",11,"Linkuvos",13
"Aleksoto -  Vilijampolės",12,"Neries",14
"Aleksoto -  Vilijampolės",12,"Sąjungos",15
"Aleksoto -  Vilijampolės",12,"Dobilo",16
"Aleksoto -  Vilijampolės",12,"Apuolės",18
"Aleksoto -  Vilijampolės",12,"Seredžiaus",19
"Aleksoto -  Vilijampolės",12,"Veršvų",21
"Aleksoto -  Vilijampolės",12,"Žagarės",22
"Aleksoto -  Vilijampolės",12,"Lampėdžių",23
"Aleksoto -  Vilijampolės",12,"Kaniūkų",24
"Aleksoto -  Vilijampolės",12,"Akademijos",25
"Aleksoto -  Vilijampolės",12,"H. ir O Minkovskių",26
"Aleksoto -  Vilijampolės",12,"J. Dobkevičiaus",27
"Aleksoto -  Vilijampolės",12,"Veiverių",28
"Aleksoto -  Vilijampolės",12,"Birutės",29
"Aleksoto -  Vilijampolės",12,"Julijanavos",30
"Aleksoto -  Vilijampolės",12,"Piliakalnio",31
"Aleksoto -  Vilijampolės",12,"Ąžuolo",121
"Aleksoto -  Vilijampolės",12,"Kazliškių",125
"Aleksoto -  Vilijampolės",12,"Tirkiliškių",126
"Aleksoto -  Vilijampolės",12,"Romainių",127
"Centro",13,"Tekstilininkų",33
"Centro",13,"Maironio",36
"Centro",13,"A. Mackevičiaus",37
"Centro",13,"Varpo",38
"Centro",13,"Ryšių",39
"Centro",13,"Radvilėnų",40
"Centro",13,"J. Jablonskio",42
"Centro",13,"Aušros",43
"Centro",13,"Senojo tresto",45
"Centro",13,"Gedimino",46
"Centro",13,"Sporto",47
"Centro",13,"Miško",49
"Centro",13,"Studentų",94
"Centro",13,"Parko",104
"Centro",13,"Sodų",105
"Žaliakalnio",14,"Jonavos",50
"Žaliakalnio",14,"Saulės",51
"Žaliakalnio",14,"L. Karsavino",52
"Žaliakalnio",14,"Tvirtovės",53
"Žaliakalnio",14,"Algirdo",54
"Žaliakalnio",14,"Sukilėlių",55
"Žaliakalnio",14,"Purienų",56
"Žaliakalnio",14,"Vilties",57
"Žaliakalnio",14,"Žeimenos",58
"Žaliakalnio",14,"Versmės",60
"Žaliakalnio",14,"Gerovės",61
"Žaliakalnio",14,"M. Jankaus",62
"Žaliakalnio",14,"S. Nėries",63
"Žaliakalnio",14,"Vaidilutės",65
"Kalniečių",15,"Aukuro",64
"Kalniečių",15,"Šiaurės",66
"Kalniečių",15,"S. Žukausko",67
"Kalniečių",15,"Statybininkų",68
"Kalniečių",15,"Rasos",69
"Kalniečių",15,"P. Plechavičiaus",70
"Kalniečių",15,"K. Škirpos",71
"Kalniečių",15,"P. Lukšio",72
"Dainavos",16,"Buitininkų",77
"Dainavos",16,"Partizanų",78
"Dainavos",16,"Pramonės",79
"Dainavos",16,"Dainavos",80
"Dainavos",16,"J. Urbšio",81
"Dainavos",16,"Sartų",82
"Dainavos",16,"A. Timinskio",83
"Dainavos",16,"Nepriklausomybės",84
"Dainavos",16,"Vytauto",85
"Dainavos",16,"Atžalyno",86
"Pramonės",17,"V. Krėvės",88
"Pramonės",17,"Specialistų",89
"Pramonės",17,"Taikos",91
"Pramonės",17,"Vyturio",92
"Pramonės",17,"Butrimonių",93
"Pramonės",17,"Dujotiekio",96
"Pramonės",17,"Girstučio",97
"Pramonės",17,"Pašilės",98
"Pramonės",17,"Knygnešių",99
"Pramonės",17,"Palemono",101
"Pramonės",17,"Pamario",102
"Pramonės",17,"Nemuno",111
"Panemunės",18,"Šančių",106
"Panemunės",18,"Drobės",107
"Panemunės",18,"Skuodo",108
"Panemunės",18,"Žiburio",109
"Panemunės",18,"Breslaujos",110
"Panemunės",18,"Naglio",113
"Panemunės",18,"Šilo",114
"Panemunės",18,"Buriuotojų",116
"Panemunės",18,"Vaidoto",117
"Panemunės",18,"Pušų",118
"Panemunės",18,"Vičiūnų",120
"Panemunės",18,"Rokų",122
"Panemunės",18,"Vaišvydavos",123
"Danės",19,"Gimnazijos",1
"Danės",19,"Danės",4
"Danės",19,"Eglės",5
"Danės",19,"Dviračių Treko",6
"Danės",19,"Kretingos",7
"Danės",19,"Šviesos",8
"Danės",19,"Muzikos Centro",9
"Danės",19,"Žaliakalnio",10
"Danės",19,"Saulutės",11
"Danės",19,"Tauralaukio",15
"Danės",19,"Baltikalnio",16
"Danės",19,"Saulėtekio",17
"Danės",19,"Šatrijos",18
"Danės",19,"Vilties",19
"Danės",19,"Pingvinuko",20
"Danės",19,"Šilojų",25
"Danės",19,"Girulių",59
"Danės",19,"Molo",60
"Danės",19,"Prekybos uosto",63
"Danės",19,"S.Daukanto",64
"Danės",19,"Kuršių",65
"Danės",19,"Politechnikos",66
"Baltijos",20,"Klaipėdos Vandens",21
"Baltijos",20,"Rumpiškių",22
"Baltijos",20,"Aitvaro",23
"Baltijos",20,"Brigantinos",26
"Baltijos",20,"Draugystės",27
"Baltijos",20,"Švyturio",29
"Baltijos",20,"Olimpijos",30
"Baltijos",20,"Dainavos",32
"Baltijos",20,"Aušros",33
"Baltijos",20,"Nykštuko",35
"Baltijos",20,"Debreceno",36
"Baltijos",20,"Gedminų",37
"Baltijos",20,"Vėtrungės",38
"Baltijos",20,"Žilvičio",39
"Baltijos",20,"Menų mokyklos",45
"Marių",21,"Versmės",47
"Marių",21,"Vakarų",48
"Marių",21,"Aukuro",49
"Marių",21,"Želmenėlio",54
"Marių",21,"Brožynų",55
"Marių",21,"Laukininkai",56
"Marių",21,"Budelkiemio",57
"Marių",21,"Berželio",58
"Marių",21,"Volungėlės",67
"Marių",21,"Bandužių",68
"Pajūrio",22,"Kaštonų",1
"Pajūrio",22,"Kopų",1
"Pajūrio",22,"Ateities",2
"Pajūrio",22,"Smėlio",2
"Pajūrio",22,"Pušų",3
"Pajūrio",22,"Saulės",3
"Pajūrio",22,"Vilniaus",4
"Pajūrio",22,"Aikštės",5
"Pajūrio",22,"Kauno",6
"Pajūrio",22,"Jūros",7
"Pajūrio",22,"Strėvos",13
"Pajūrio",22,"Sulupės",14
"Pajūrio",22,"Pamario",40
"Pajūrio",22,"Rambyno",43
"Pajūrio",22,"Smiltelės",50
"Pajūrio",22,"Alksnynės",51
"Pajūrio",22,"Baltijos",52
"Aušros",23,"Medelyno",2
"Aušros",23,"Purienų",3
"Aušros",23,"J.Basanavičiaus",4
"Aušros",23,"M.K.Čiurlionio",5
"Aušros",23,"V.Kudirkos",6
"Aušros",23,"Vijolių",8
"Aušros",23,"Jovaro",9
"Aušros",23,"Parko",10
"Aušros",23,"Varpo",11
"Aušros",23,"J.Janonio",13
"Aušros",23,"Kražių",18
"Aušros",23,"Ragainės",24
"Saulės",24,"S.Šalkauskio",15
"Saulės",24,"Linkuvos",20
"Saulės",24,"Šimšės",21
"Saulės",24,"Zoknių",22
"Saulės",24,"Pabalių",23
"Saulės",24,"K.Donelaičio",25
"Saulės",24,"Verduliukų",27
"Saulės",24,"Tilžės",28
"Saulės",24,"Žaliūkių",29
"Saulės",24,"Gegužių",30
"Saulės",24,"S.Dariaus ir S.Girėno",31
"Saulės",24,"Rėkyvos",44
"Dainų",25,"Voveriškių",4
"Dainų",25,"Gegužių",5
"Dainų",25,"Aukštelkės",6
"Dainų",25,"Lieporių",33
"Dainų",25,"Beržyno",34
"Dainų",25,"Senojo Bokšto",35
"Dainų",25,"Dainų",36
"Dainų",25,"Aido",37
"Dainų",25,"Lyros",38
"Dainų",25,"Architektų",39
"Dainų",25,"Romuvos",40
"Dainų",25,"Šventupio",41
"Dainų",25,"Gytarių",42
"Nevėžio",26,"Geležinkelio",1
"Nevėžio",26,"Rožių",2
"Nevėžio",26,"Šiaulių",3
"Nevėžio",26,"Vienybės",4
"Nevėžio",26,"Šermukšnių",5
"Nevėžio",26,"V. Žemkalnio",6
"Nevėžio",26,"J.Balčikonio",7
"Nevėžio",26,"Laisvės",8
"Nevėžio",26,"Poliklinikos",9
"Nevėžio",26,"Menų mokyklos",10
"Nevėžio",26,"Danutės",11
"Nevėžio",26,"Tulpių",12
"Nevėžio",26,"Ukmergės",25
"Vakarinė",27,"Pilėnai",13
"Vakarinė",27,"Nemuno",14
"Vakarinė",27,"Žvaigždžių",15
"Vakarinė",27,"Šermuto",16
"Vakarinė",27,"Parko",17
"Vakarinė",27,"Dariaus ir Girėno",18
"Vakarinė",27,"A. Lipniūno",19
"Vakarinė",27,"Klaipėdos",20
"Vakarinė",27,"Žvaigždutės",21
"Vakarinė",27,"Statybininkų",22
"Vakarinė",27,"Kniaudiškių",23
"Aukštaitijos",28,"Krekenavos",9
"Aukštaitijos",28,"Žibartonių",11
"Aukštaitijos",28,"Naujarodžių",12
"Aukštaitijos",28,"Linkaučių",13
"Aukštaitijos",28,"Upytės",14
"Aukštaitijos",28,"Ėriškių",15
"Aukštaitijos",28,"Liberiškio",16
"Aukštaitijos",28,"Berniūnų",17
"Aukštaitijos",28,"Naujamiesčio",18
"Aukštaitijos",28,"Gustonių",19
"Aukštaitijos",28,"Uliūnų",23
"Aukštaitijos",28,"Ramygalos",24
"Aukštaitijos",28,"Vandentiekio",24
"Aukštaitijos",28,"Daniūnų",25
"Aukštaitijos",28,"J.Miltinio",26
"Aukštaitijos",28,"Raguvos",26
"Aukštaitijos",28,"Šilų",27
"Aukštaitijos",28,"Staniūnų",27
"Aukštaitijos",28,"Beržų",28
"Aukštaitijos",28,"Miežiškių",28
"Aukštaitijos",28,"Nevėžio",29
"Aukštaitijos",28,"Ramygalos",29
"Aukštaitijos",28,"Trakiškio",30
"Aukštaitijos",28,"Šilagalio",32
"Aukštaitijos",28,"Dembavos",33
"Aukštaitijos",28,"Velžio",34
"Aukštaitijos",28,"Liūdynės",35
"Aukštaitijos",28,"Katinų",36
"Aukštaitijos",28,"Pažagienių",37
"Aukštaitijos",28,"Vadoklių",38
"Aukštaitijos",28,"Jotainių",39
"Aukštaitijos",28,"Molainių",42
"Aukštaitijos",28,"Mažėnių",43
"Marijampolės",29,"Kvietiškio",1
"Marijampolės",29,"Narto",2
"Marijampolės",29,"Laikštės",3
"Marijampolės",29,"Tarpučių",4
"Marijampolės",29,"Uosupio",5
"Marijampolės",29,"Mokolų",6
"Marijampolės",29,"Degučių",7
"Marijampolės",29,"Suvalkiečių",8
"Marijampolės",29,"Šaulių",9
"Marijampolės",29,"Kauno",10
"Marijampolės",29,"Dariaus ir Girėno",11
"Marijampolės",29,"Beržų",12
"Marijampolės",29,"Armino",13
"Marijampolės",29,"Gedimino",14
"Marijampolės",29,"Centro",15
"Alytaus",30,"Amatų",1
"Alytaus",30,"A.Ramanausko-Vanago",2
"Alytaus",30,"Centro",3
"Alytaus",30,"A.Matučio",4
"Alytaus",30,"Dzūkijos",7
"Alytaus",30,"Naujoji",8
"Alytaus",30,"Statybininkų",9
"Alytaus",30,"Vilties",10
"Alytaus",30,"Sporto",11
"Alytaus",30,"Panemunės",17
"Alytaus",30,"Vidzgirio",18
"Alytaus",30,"Jotvingių",19
"Alytaus",30,"Topolių",20
"Alytaus",30,"Volungės",21
"Alytaus",30,"Jaunimo",22
"Alytaus",30,"Jurgiškių",23
"Alytaus",30,"Likiškėlių",24
"Gargždų",31,"Gargždų",1
"Gargždų",31,"Gargždų",2
"Gargždų",31,"Gargždų",3
"Gargždų",31,"Gargždų",4
"Gargždų",31,"Endriejavo",5
"Gargždų",31,"Judrėnų",6
"Gargždų",31,"Žadeikių",7
"Gargždų",31,"Daukšaičių",8
"Gargždų",31,"Pėžaičių",9
"Gargždų",31,"Šalpėnų",10
"Gargždų",31,"Veiviržėnų",11
"Gargždų",31,"Girininkų",12
"Gargždų",31,"Lapių",13
"Gargždų",31,"Tilvikų",14
"Gargždų",31,"Vėžaičių",15
"Gargždų",31,"Priekulės",16
"Gargždų",31,"Agluonėnų",17
"Gargždų",31,"Dovilų",18
"Gargždų",31,"Ketvergių",19
"Gargždų",31,"Šiūparių",20
"Gargždų",31,"Dauparų",21
"Gargždų",31,"Kvietinių",22
"Gargždų",31,"Girkalių",23
"Gargždų",31,"Kretingalės",24
"Gargždų",31,"Plikių",25
"Gargždų",31,"Drevernos",26
"Gargždų",31,"Kalotės",27
"Gargždų",31,"Venckų",28
"Gargždų",31,"Jakų",29
"Gargždų",31,"Slengių",30
"Gargždų",31,"Dituvos",31
"Šilutės - Pagėgių",32,"Mokyklos",1
"Šilutės - Pagėgių",32,"Pagėgių",1
"Šilutės - Pagėgių",32,"Panemunės",2
"Šilutės - Pagėgių",32,"Žalgirio",2
"Šilutės - Pagėgių",32,"Kentrių",3
"Šilutės - Pagėgių",32,"Martyno Jankaus",3
"Šilutės - Pagėgių",32,"Natkiškių",4
"Šilutės - Pagėgių",32,"Politechnikos",4
"Šilutės - Pagėgių",32,"Pagėgių kaimiškoji",5
"Šilutės - Pagėgių",32,"Tilžės",5
"Šilutės - Pagėgių",32,"Piktupėnų",6
"Šilutės - Pagėgių",32,"Rusnės",6
"Šilutės - Pagėgių",32,"Stoniškių",7
"Šilutės - Pagėgių",32,"Šilgalių",8
"Šilutės - Pagėgių",32,"Rambyno",9
"Šilutės - Pagėgių",32,"Pagrynių",10
"Šilutės - Pagėgių",32,"Vilkyškių",10
"Šilutės - Pagėgių",32,"Traksėdžių",11
"Šilutės - Pagėgių",32,"Žukų",11
"Šilutės - Pagėgių",32,"Jonaičių",12
"Šilutės - Pagėgių",32,"Juknaičių",13
"Šilutės - Pagėgių",32,"Pašyšių",14
"Šilutės - Pagėgių",32,"Grabupių",16
"Šilutės - Pagėgių",32,"Macikų",17
"Šilutės - Pagėgių",32,"Naujakurių",18
"Šilutės - Pagėgių",32,"Žemaitkiemio",19
"Šilutės - Pagėgių",32,"Barvų",20
"Šilutės - Pagėgių",32,"Saugų",21
"Šilutės - Pagėgių",32,"Kintų",22
"Šilutės - Pagėgių",32,"Vilkyčių",23
"Šilutės - Pagėgių",32,"Usėnų",29
"Šilutės - Pagėgių",32,"Lietuvininkų",35
"Šilutės - Pagėgių",32,"Liepų",36
"Šilalės - Šilutės",33,"Šilalės",1
"Šilalės - Šilutės",33,"Balsių",2
"Šilalės - Šilutės",33,"Bijotų",3
"Šilalės - Šilutės",33,"Bilionių",4
"Šilalės - Šilutės",33,"Bytlaukio",5
"Šilalės - Šilutės",33,"Biržų Lauko",6
"Šilalės - Šilutės",33,"Didkiemio",7
"Šilalės - Šilutės",33,"Gardamo",7
"Šilalės - Šilutės",33,"Gineikių",8
"Šilalės - Šilutės",33,"Ramučių",8
"Šilalės - Šilutės",33,"Girdiškės",9
"Šilalės - Šilutės",33,"Šylių",9
"Šilalės - Šilutės",33,"Iždonų",10
"Šilalės - Šilutės",33,"Jomantų",11
"Šilalės - Šilutės",33,"Jucaičių",12
"Šilalės - Šilutės",33,"Kaltinėnų",13
"Šilalės - Šilutės",33,"Kvėdarnos",14
"Šilalės - Šilutės",33,"Laukuvos",15
"Šilalės - Šilutės",33,"Obelyno",16
"Šilalės - Šilutės",33,"Pajūrio",17
"Šilalės - Šilutės",33,"Pajūralio",18
"Šilalės - Šilutės",33,"Požerės",19
"Šilalės - Šilutės",33,"Šiauduvos",20
"Šilalės - Šilutės",33,"Tenenių",21
"Šilalės - Šilutės",33,"Traksėdžio",22
"Šilalės - Šilutės",33,"Upynos",23
"Šilalės - Šilutės",33,"Stubrių",24
"Šilalės - Šilutės",33,"Žadeikių",24
"Šilalės - Šilutės",33,"Ligoninės",25
"Šilalės - Šilutės",33,"Stemplių",25
"Šilalės - Šilutės",33,"Palentinio",26
"Šilalės - Šilutės",33,"Švėkšnos",26
"Šilalės - Šilutės",33,"Gimnazijos",27
"Šilalės - Šilutės",33,"Inkaklių",27
"Šilalės - Šilutės",33,"Katyčių",28
"Šilalės - Šilutės",33,"Bikavėnų",30
"Šilalės - Šilutės",33,"Gorainių",31
"Šilalės - Šilutės",33,"Kivylių",32
"Šilalės - Šilutės",33,"Vainuto",33
"Šilalės - Šilutės",33,"Pempiškių",34
"Šilalės - Šilutės",33,"Žemaičių Naumiesčio",37
